B,alg,inst,d,banda,h0,semilla,exito,evals,cruda,simple,t
100,HC,140,14,1,14,8,1,79,16,16,4.448099980436382e-05
100,HC,140,14,1,14,9,1,74,14,14,7.99479998931929e-05
100,HC,141,11,1,7,0,1,38,11,11,2.5981999897339847e-05
100,HC,141,11,1,7,1,1,33,11,11,2.1438000203488627e-05
100,HC,141,11,1,7,2,1,77,11,11,5.1469000027282164e-05
100,HC,141,11,1,7,3,1,25,11,11,1.4933000329619972e-05
100,HC,141,11,1,7,4,1,30,11,11,1.88450003406615e-05
100,HC,141,11,1,7,5,0,100,,,9.362199989482178e-05
100,HC,141,11,1,7,6,1,98,11,11,6.206600028235698e-05
100,HC,141,11,1,7,7,1,51,11,11,2.9676999929506565e-05
100,HC,141,11,1,7,8,1,32,11,11,1.8930999885924393e-05
100,HC,141,11,1,7,9,0,100,,,5.933700003879494e-05
100,HC,142,15,1,13,0,0,100,,,6.641600020884653e-05
100,HC,142,15,1,13,1,0,100,,,6.60000000607397e-05
100,HC,142,15,1,13,2,0,100,,,6.262900024012197e-05
100,HC,142,15,1,13,3,0,100,,,6.347699991238187e-05
100,HC,142,15,1,13,4,0,100,,,6.186500013427576e-05
100,HC,142,15,1,13,5,0,100,,,6.59880001876445e-05
100,HC,142,15,1,13,6,0,100,,,6.136499996500788e-05
100,HC,142,15,1,13,7,0,100,,,6.532399993375293e-05
100,HC,142,15,1,13,8,0,100,,,6.192900036694482e-05
100,HC,142,15,1,13,9,0,100,,,8.865700010574074e-05
100,HC,143,14,1,8,0,0,100,,,6.895900014569634e-05
100,HC,143,14,1,8,1,0,100,,,6.062700003894861e-05
100,HC,143,14,1,8,2,0,100,,,6.369299990183208e-05
100,HC,143,14,1,8,3,0,100,,,6.707600005029235e-05
100,HC,143,14,1,8,4,0,100,,,6.737499961673166e-05
100,HC,143,14,1,8,5,0,100,,,6.229700011317618e-05
100,HC,143,14,1,8,6,0,100,,,6.420999989131815e-05
100,HC,143,14,1,8,7,0,100,,,6.266199989113375e-05
100,HC,143,14,1,8,8,0,100,,,6.7394999859971e-05
100,HC,143,14,1,8,9,0,100,,,5.9330000112822745e-05
100,HC,144,14,1,8,0,0,100,,,7.714100001976476e-05
100,HC,144,14,1,8,1,0,100,,,8.290699997814954e-05
100,HC,144,14,1,8,2,0,100,,,7.868100010455237e-05
100,HC,144,14,1,8,3,0,100,,,7.614900005137315e-05
100,HC,144,14,1,8,4,0,100,,,7.056200001898105e-05
100,HC,144,14,1,8,5,0,100,,,6.841699996584794e-05
100,HC,144,14,1,8,6,0,100,,,6.905899999765097e-05
100,HC,144,14,1,8,7,0,100,,,6.629300014537876e-05
100,HC,144,14,1,8,8,0,100,,,6.897399998706533e-05
100,HC,144,14,1,8,9,0,100,,,6.894800026202574e-05
100,HC,145,12,1,6,0,0,100,,,6.41289998384309e-05
100,HC,145,12,1,6,1,0,100,,,6.14119999227114e-05
100,HC,145,12,1,6,2,0,100,,,6.210299989106716e-05
100,HC,145,12,1,6,3,0,100,,,6.272399969020626e-05
100,HC,145,12,1,6,4,0,100,,,8.587000002080458e-05
100,HC,145,12,1,6,5,0,100,,,6.829000039942912e-05
100,HC,145,12,1,6,6,0,100,,,6.547800012413063e-05
100,HC,145,12,1,6,7,0,100,,,6.015799999659066e-05
100,HC,145,12,1,6,8,0,100,,,6.384400012393598e-05
100,HC,145,12,1,6,9,0,100,,,6.519799990201136e-05
100,HC,146,15,1,11,0,0,100,,,6.208800004969817e-05
100,HC,146,15,1,11,1,0,100,,,6.0309000218694564e-05
100,HC,146,15,1,11,2,0,100,,,6.068500033507007e-05
100,HC,146,15,1,11,3,0,100,,,9.790299964151927e-05
100,HC,146,15,1,11,4,0,100,,,6.04030001341016e-05
100,HC,146,15,1,11,5,0,100,,,6.454799995481153e-05
100,HC,146,15,1,11,6,0,100,,,8.606399978816626e-05
100,HC,146,15,1,11,7,0,100,,,6.37419998383848e-05
100,HC,146,15,1,11,8,0,100,,,6.211399977473775e-05
100,HC,146,15,1,11,9,0,100,,,6.155800019769231e-05
100,HC,147,14,1,12,0,1,51,14,14,2.7771000077336794e-05
100,HC,147,14,1,12,1,1,59,14,14,3.150300017296104e-05
100,HC,147,14,1,12,2,1,32,14,14,1.816200028770254e-05
100,HC,147,14,1,12,3,0,100,,,6.146999976408551e-05
100,HC,147,14,1,12,4,0,100,,,5.657900010191952e-05
100,HC,147,14,1,12,5,0,100,,,5.620299998554401e-05
100,HC,147,14,1,12,6,1,46,14,14,2.5192000066454057e-05
100,HC,147,14,1,12,7,0,100,,,5.7963000017480226e-05
100,HC,147,14,1,12,8,0,100,,,5.583800020758645e-05
100,HC,147,14,1,12,9,0,100,,,5.408500010162243e-05
100,HC,148,11,1,11,0,1,51,13,13,2.9168000310164643e-05
100,HC,148,11,1,11,1,1,49,13,13,2.7830999897560105e-05
100,HC,148,11,1,11,2,1,96,11,11,6.2428999626718e-05
100,HC,148,11,1,11,3,1,45,13,13,4.3912999899475835e-05
100,HC,148,11,1,11,4,1,82,13,13,4.798899999514106e-05
100,HC,148,11,1,11,5,1,49,13,13,2.807300006679725e-05
100,HC,148,11,1,11,6,1,71,13,13,4.101800004718825e-05
100,HC,148,11,1,11,7,0,100,,,5.828100029248162e-05
100,HC,148,11,1,11,8,1,75,13,13,4.3943000036961166e-05
100,HC,148,11,1,11,9,1,25,11,11,1.2484000308177201e-05
100,HC,149,15,1,11,0,0,100,,,6.28149996373395e-05
100,HC,149,15,1,11,1,0,100,,,6.188499992276775e-05
100,HC,149,15,1,11,2,1,73,15,15,4.310199983592611e-05
100,HC,149,15,1,11,3,0,100,,,6.400600022971048e-05
100,HC,149,15,1,11,4,1,82,15,15,4.5883999973739265e-05
100,HC,149,15,1,11,5,0,100,,,6.082900017645443e-05
100,HC,149,15,1,11,6,0,100,,,6.376300007104874e-05
100,HC,149,15,1,11,7,1,43,15,15,2.2939999780646758e-05
100,HC,149,15,1,11,8,0,100,,,6.391999977495288e-05
100,HC,149,15,1,11,9,1,46,15,15,2.647500014063553e-05
100,HC,150,13,1,11,0,1,66,13,13,6.227699986993684e-05
100,HC,150,13,1,11,1,1,26,13,13,1.743300026646466e-05
100,HC,150,13,1,11,2,0,100,,,6.330999985948438e-05
100,HC,150,13,1,11,3,1,38,13,13,2.4701000256754924e-05
100,HC,150,13,1,11,4,1,28,13,13,1.7330999980913475e-05
100,HC,150,13,1,11,5,0,100,,,5.73819997953251e-05
100,HC,150,13,1,11,6,1,88,13,13,4.604800005836296e-05
100,HC,150,13,1,11,7,1,42,13,13,2.5223999728041235e-05
100,HC,150,13,1,11,8,1,52,13,13,3.036399994016392e-05
100,HC,150,13,1,11,9,1,40,13,13,2.3283000246010488e-05
100,HC,151,11,1,11,0,1,25,11,11,1.5081000128702726e-05
100,HC,151,11,1,11,1,0,100,,,6.1002999700576765e-05
100,HC,151,11,1,11,2,0,100,,,6.057600012354669e-05
100,HC,151,11,1,11,3,0,100,,,5.67580000279122e-05
100,HC,151,11,1,11,4,1,25,11,11,1.2490999779402046e-05
100,HC,151,11,1,11,5,1,92,11,11,5.1713000175368506e-05
100,HC,151,11,1,11,6,0,100,,,5.606800004898105e-05
100,HC,151,11,1,11,7,0,100,,,5.9720000081142643e-05
100,HC,151,11,1,11,8,0,100,,,8.500799958710559e-05
100,HC,151,11,1,11,9,1,78,11,11,4.7137999899860006e-05
100,HC,152,11,1,9,0,0,100,,,7.005599991316558e-05
100,HC,152,11,1,9,1,1,38,11,11,2.4251000013464363e-05
100,HC,152,11,1,9,2,0,100,,,6.665999990218552e-05
100,HC,152,11,1,9,3,0,100,,,6.787900019844528e-05
100,HC,152,11,1,9,4,1,57,11,11,3.619699964474421e-05
100,HC,152,11,1,9,5,1,80,11,11,5.135500032338314e-05
100,HC,152,11,1,9,6,0,100,,,6.693300019833259e-05
100,HC,152,11,1,9,7,0,100,,,6.229600012375158e-05
100,HC,152,11,1,9,8,1,42,11,11,2.3693999992246972e-05
100,HC,152,11,1,9,9,1,33,11,11,2.8152000140835298e-05
100,HC,153,13,1,9,0,0,100,,,6.190600015543168e-05
100,HC,153,13,1,9,1,1,47,13,13,2.9317999633349245e-05
100,HC,153,13,1,9,2,1,48,13,13,3.359299989824649e-05
100,HC,153,13,1,9,3,1,30,13,13,1.6667000181769254e-05
100,HC,153,13,1,9,4,1,37,13,13,2.0822999886149773e-05
100,HC,153,13,1,9,5,1,64,13,13,4.514900001595379e-05
100,HC,153,13,1,9,6,1,74,13,13,4.546899981505703e-05
100,HC,153,13,1,9,7,1,35,13,13,2.0744999801536324e-05
100,HC,153,13,1,9,8,1,60,13,13,3.614599972934229e-05
100,HC,153,13,1,9,9,1,30,13,13,1.6477000372105977e-05
100,HC,154,14,1,8,0,0,100,,,7.961999972394551e-05
100,HC,154,14,1,8,1,0,100,,,7.760600010442431e-05
100,HC,154,14,1,8,2,0,100,,,7.475500024156645e-05
100,HC,154,14,1,8,3,0,100,,,7.495599993490032e-05
100,HC,154,14,1,8,4,0,100,,,8.106599989332608e-05
100,HC,154,14,1,8,5,0,100,,,7.221600026241504e-05
100,HC,154,14,1,8,6,0,100,,,7.581399995615357e-05
100,HC,154,14,1,8,7,0,100,,,8.030699973460287e-05
100,HC,154,14,1,8,8,0,100,,,9.835200035013258e-05
100,HC,154,14,1,8,9,0,100,,,8.139000010487507e-05
100,HC,155,15,1,9,0,0,100,,,6.272399969020626e-05
100,HC,155,15,1,9,1,0,100,,,5.891599994356511e-05
100,HC,155,15,1,9,2,0,100,,,5.9919000250374665e-05
100,HC,155,15,1,9,3,0,100,,,5.83179999011918e-05
100,HC,155,15,1,9,4,0,100,,,5.751000026066322e-05
100,HC,155,15,1,9,5,0,100,,,5.82350003242027e-05
100,HC,155,15,1,9,6,0,100,,,7.646900030522374e-05
100,HC,155,15,1,9,7,0,100,,,5.706899992219405e-05
100,HC,155,15,1,9,8,0,100,,,5.623700008072774e-05
100,HC,155,15,1,9,9,0,100,,,6.388600013451651e-05
100,HC,156,14,1,4,0,0,100,,,6.586500012417673e-05
100,HC,156,14,1,4,1,0,100,,,8.638300005259225e-05
100,HC,156,14,1,4,2,0,100,,,6.532099996547913e-05
100,HC,156,14,1,4,3,0,100,,,6.123000002844492e-05
100,HC,156,14,1,4,4,0,100,,,6.21110002612113e-05
100,HC,156,14,1,4,5,0,100,,,6.109300011303276e-05
100,HC,156,14,1,4,6,0,100,,,6.082800018702983e-05
100,HC,156,14,1,4,7,0,100,,,5.873700001757243e-05
100,HC,156,14,1,4,8,0,100,,,6.292499983828748e-05
100,HC,156,14,1,4,9,0,100,,,5.944499980614637e-05
100,HC,157,14,1,8,0,0,100,,,6.941600031495909e-05
100,HC,157,14,1,8,1,0,100,,,6.531799999720533e-05
100,HC,157,14,1,8,2,0,100,,,7.095799992384855e-05
100,HC,157,14,1,8,3,0,100,,,6.617300005018478e-05
100,HC,157,14,1,8,4,0,100,,,8.85630001903337e-05
100,HC,157,14,1,8,5,0,100,,,6.640899982812698e-05
100,HC,157,14,1,8,6,0,100,,,6.941999981791014e-05
100,HC,157,14,1,8,7,0,100,,,7.04809999660938e-05
100,HC,157,14,1,8,8,0,100,,,5.687300017598318e-05
100,HC,157,14,1,8,9,0,100,,,6.259700012378744e-05
100,HC,158,14,1,14,0,0,100,,,5.716500027119764e-05
100,HC,158,14,1,14,1,0,100,,,5.7237999953940744e-05
100,HC,158,14,1,14,2,0,100,,,5.9006000356021104e-05
100,HC,158,14,1,14,3,0,100,,,9.423299979971489e-05
100,HC,158,14,1,14,4,0,100,,,5.840700032422319e-05
100,HC,158,14,1,14,5,0,100,,,5.648500018651248e-05
100,HC,158,14,1,14,6,0,100,,,6.219400029294775e-05
100,HC,158,14,1,14,7,1,29,14,14,1.4134000139165437e-05
100,HC,158,14,1,14,8,1,37,14,14,2.6028999855043367e-05
100,HC,158,14,1,14,9,0,100,,,5.9391999911895255e-05
100,HC,159,15,1,13,0,0,100,,,5.951000002824003e-05
100,HC,159,15,1,13,1,0,100,,,5.749299998569768e-05
100,HC,159,15,1,13,2,1,93,15,15,4.945899991071201e-05
100,HC,159,15,1,13,3,0,100,,,5.633299997498398e-05
100,HC,159,15,1,13,4,1,99,15,15,5.5357999826810556e-05
100,HC,159,15,1,13,5,0,100,,,6.15650001236645e-05
100,HC,159,15,1,13,6,0,100,,,5.3312000090954825e-05
100,HC,159,15,1,13,7,0,100,,,5.5577000239281915e-05
100,HC,159,15,1,13,8,0,100,,,5.757200005973573e-05
100,HC,159,15,1,13,9,0,100,,,6.165500008137315e-05
100,HC,160,15,1,13,0,0,100,,,5.5015999805618776e-05
100,HC,160,15,1,13,1,0,100,,,5.6938999932754086e-05
100,HC,160,15,1,13,2,0,100,,,7.999900026334217e-05
100,HC,160,15,1,13,3,0,100,,,5.999299992254237e-05
100,HC,160,15,1,13,4,0,100,,,5.022999994253041e-05
100,HC,160,15,1,13,5,0,100,,,5.1341000016691396e-05
100,HC,160,15,1,13,6,0,100,,,5.425100016509532e-05
100,HC,160,15,1,13,7,1,47,15,15,2.5350000214530155e-05
100,HC,160,15,1,13,8,1,70,17,17,3.954199974032235e-05
100,HC,160,15,1,13,9,0,100,,,5.7109999943349976e-05
100,HC,161,15,1,9,0,0,100,,,5.829400015500141e-05
100,HC,161,15,1,9,1,0,100,,,5.628399958368391e-05
100,HC,161,15,1,9,2,0,100,,,6.711900005029747e-05
100,HC,161,15,1,9,3,0,100,,,6.296500032476615e-05
100,HC,161,15,1,9,4,0,100,,,6.11929999649874e-05
100,HC,161,15,1,9,5,0,100,,,6.005600016578683e-05
100,HC,161,15,1,9,6,0,100,,,6.566299998667091e-05
100,HC,161,15,1,9,7,0,100,,,8.19539995973173e-05
100,HC,161,15,1,9,8,0,100,,,6.16379998064076e-05
100,HC,161,15,1,9,9,0,100,,,6.535300008181366e-05
100,HC,162,15,1,11,0,0,100,,,6.401600012395647e-05
100,HC,162,15,1,11,1,0,100,,,6.344600024021929e-05
100,HC,162,15,1,11,2,0,100,,,6.0724999912054045e-05
100,HC,162,15,1,11,3,0,100,,,6.464499983849237e-05
100,HC,162,15,1,11,4,0,100,,,5.8634000197343994e-05
100,HC,162,15,1,11,5,0,100,,,5.855000017618295e-05
100,HC,162,15,1,11,6,0,100,,,6.292899979598587e-05
100,HC,162,15,1,11,7,0,100,,,5.879799982722034e-05
100,HC,162,15,1,11,8,0,100,,,6.346100008158828e-05
100,HC,162,15,1,11,9,0,100,,,6.757300025128643e-05
100,HC,163,15,1,9,0,0,100,,,9.464100003242493e-05
100,HC,163,15,1,9,1,0,100,,,7.022099998721387e-05
100,HC,163,15,1,9,2,0,100,,,6.766600017726887e-05
100,HC,163,15,1,9,3,0,100,,,6.697799972243956e-05
100,HC,163,15,1,9,4,0,100,,,6.517499969049823e-05
100,HC,163,15,1,9,5,0,100,,,6.739400032529375e-05
100,HC,163,15,1,9,6,0,100,,,6.662200030405074e-05
100,HC,163,15,1,9,7,0,100,,,6.542200026160572e-05
100,HC,163,15,1,9,8,0,100,,,6.562299995493959e-05
100,HC,163,15,1,9,9,0,100,,,7.600499975524144e-05
100,HC,164,14,1,10,0,0,100,,,6.830899974374915e-05
100,HC,164,14,1,10,1,0,100,,,6.751499995516497e-05
100,HC,164,14,1,10,2,0,100,,,9.550300001137657e-05
100,HC,164,14,1,10,3,0,100,,,6.749399972250103e-05
100,HC,164,14,1,10,4,0,100,,,6.745200016666786e-05
100,HC,164,14,1,10,5,0,100,,,6.507399984911899e-05
100,HC,164,14,1,10,6,0,100,,,6.576799978574854e-05
100,HC,164,14,1,10,7,0,100,,,6.263199975364842e-05
100,HC,164,14,1,10,8,0,100,,,6.338799994409783e-05
100,HC,164,14,1,10,9,0,100,,,6.27340000391996e-05
100,HC,165,15,1,9,0,0,100,,,6.617400003960938e-05
100,HC,165,15,1,9,1,0,100,,,6.343799987007515e-05
100,HC,165,15,1,9,2,0,100,,,5.9376999615778914e-05
100,HC,165,15,1,9,3,0,100,,,7.675200004086946e-05
100,HC,165,15,1,9,4,0,100,,,9.45370002227719e-05
100,HC,165,15,1,9,5,0,100,,,6.241900018721935e-05
100,HC,165,15,1,9,6,0,100,,,6.326699985947926e-05
100,HC,165,15,1,9,7,0,100,,,6.151600018711179e-05
100,HC,165,15,1,9,8,0,100,,,5.9392999901319854e-05
100,HC,165,15,1,9,9,0,100,,,6.215799976416747e-05
100,HC,166,13,1,11,0,0,100,,,5.744800000684336e-05
100,HC,166,13,1,11,1,0,100,,,5.3328999911173014e-05
100,HC,166,13,1,11,2,0,100,,,5.490500006999355e-05
100,HC,166,13,1,11,3,0,100,,,5.640600011247443e-05
100,HC,166,13,1,11,4,0,100,,,5.8615999932953855e-05
100,HC,166,13,1,11,5,0,100,,,5.440499990072567e-05
100,HC,166,13,1,11,6,0,100,,,5.220100001679384e-05
100,HC,166,13,1,11,7,0,100,,,5.9736000366683584e-05
100,HC,166,13,1,11,8,0,100,,,8.46029997774167e-05
100,HC,166,13,1,11,9,0,100,,,5.655100039803074e-05
100,HC,167,14,1,10,0,0,100,,,6.288199983828235e-05
100,HC,167,14,1,10,1,0,100,,,6.252599996514618e-05
100,HC,167,14,1,10,2,0,100,,,6.131600002845516e-05
100,HC,167,14,1,10,3,0,100,,,6.068499988032272e-05
100,HC,167,14,1,10,4,0,100,,,6.415000007109484e-05
100,HC,167,14,1,10,5,0,100,,,5.926099993303069e-05
100,HC,167,14,1,10,6,0,100,,,6.136000001788489e-05
100,HC,167,14,1,10,7,0,100,,,6.618999987040297e-05
100,HC,167,14,1,10,8,0,100,,,6.135499961601454e-05
100,HC,167,14,1,10,9,0,100,,,6.05640002504515e-05
100,HC,168,14,1,8,0,0,100,,,6.0784999732277356e-05
100,HC,168,14,1,8,1,0,100,,,6.175799990160158e-05
100,HC,168,14,1,8,2,0,100,,,7.282900014615734e-05
100,HC,168,14,1,8,3,0,100,,,6.566199999724631e-05
100,HC,168,14,1,8,4,0,100,,,6.332500015560072e-05
100,HC,168,14,1,8,5,0,100,,,6.112500022936729e-05
100,HC,168,14,1,8,6,0,100,,,6.219400029294775e-05
100,HC,168,14,1,8,7,0,100,,,5.907199965804466e-05
100,HC,168,14,1,8,8,0,100,,,6.262999977479922e-05
100,HC,168,14,1,8,9,0,100,,,5.911900007049553e-05
100,HC,169,14,1,10,0,0,100,,,7.11009997758083e-05
100,HC,169,14,1,10,1,0,100,,,0.00010361900012867409
100,HC,169,14,1,10,2,0,100,,,7.642499986104667e-05
100,HC,169,14,1,10,3,0,100,,,8.857000011630589e-05
100,HC,169,14,1,10,4,0,100,,,7.255300033648382e-05
100,HC,169,14,1,10,5,0,100,,,6.394600040948717e-05
100,HC,169,14,1,10,6,0,100,,,6.811599996581208e-05
100,HC,169,14,1,10,7,0,100,,,6.275700025071274e-05
100,HC,169,14,1,10,8,0,100,,,6.470600010288763e-05
100,HC,169,14,1,10,9,0,100,,,6.475500003944035e-05
100,HC,170,14,1,12,0,1,35,14,14,1.982000003408757e-05
100,HC,170,14,1,12,1,0,100,,,6.129499979579123e-05
100,HC,170,14,1,12,2,1,76,14,14,4.930199975206051e-05
100,HC,170,14,1,12,3,0,100,,,7.300500010387623e-05
100,HC,170,14,1,12,4,0,100,,,7.16409999768075e-05
100,HC,170,14,1,12,5,1,47,14,14,2.9891999929532176e-05
100,HC,170,14,1,12,6,0,100,,,6.876299994473811e-05
100,HC,170,14,1,12,7,1,98,14,14,9.26630000321893e-05
100,HC,170,14,1,12,8,0,100,,,7.039199999780976e-05
100,HC,170,14,1,12,9,1,32,14,14,1.8509000256017316e-05
100,HC,171,14,1,10,0,0,100,,,6.766200021957047e-05
100,HC,171,14,1,10,1,0,100,,,6.612300012420746e-05
100,HC,171,14,1,10,2,0,100,,,6.649299984928803e-05
100,HC,171,14,1,10,3,0,100,,,6.586099971173098e-05
100,HC,171,14,1,10,4,0,100,,,6.050499996490544e-05
100,HC,171,14,1,10,5,0,100,,,6.251700006032479e-05
100,HC,171,14,1,10,6,0,100,,,5.9625000176311005e-05
100,HC,171,14,1,10,7,0,100,,,6.457800009229686e-05
100,HC,171,14,1,10,8,0,100,,,6.143700011307374e-05
100,HC,171,14,1,10,9,0,100,,,6.205599993336364e-05
100,HC,172,15,1,11,0,1,31,15,15,2.1197000023676082e-05
100,HC,172,15,1,11,1,0,100,,,8.26669997877616e-05
100,HC,172,15,1,11,2,0,100,,,6.073200029277359e-05
100,HC,172,15,1,11,3,0,100,,,5.912100004934473e-05
100,HC,172,15,1,11,4,0,100,,,5.481799962581135e-05
100,HC,172,15,1,11,5,0,100,,,5.6383999890385894e-05
100,HC,172,15,1,11,6,0,100,,,5.6244999996124534e-05
100,HC,172,15,1,11,7,0,100,,,5.544300029214355e-05
100,HC,172,15,1,11,8,0,100,,,5.404299963629455e-05
100,HC,172,15,1,11,9,0,100,,,5.4738000017096056e-05
100,HC,173,11,1,11,0,0,100,,,5.865699995410978e-05
100,HC,173,11,1,11,1,1,65,11,11,3.99400000787864e-05
100,HC,173,11,1,11,2,1,23,11,11,1.2603999948623823e-05
100,HC,173,11,1,11,3,1,60,13,13,3.705100016304641e-05
100,HC,173,11,1,11,4,1,23,11,11,1.1841000286949566e-05
100,HC,173,11,1,11,5,1,23,11,11,1.1179000011907192e-05
100,HC,173,11,1,11,6,1,88,13,13,4.982800010111532e-05
100,HC,173,11,1,11,7,1,23,11,11,1.1982000160060124e-05
100,HC,173,11,1,11,8,1,34,13,13,2.110700006596744e-05
100,HC,173,11,1,11,9,0,100,,,8.645100024295971e-05
100,HC,174,14,1,14,0,0,100,,,6.303899999693385e-05
100,HC,174,14,1,14,1,0,100,,,5.773899965788587e-05
100,HC,174,14,1,14,2,0,100,,,5.6754000070213806e-05
100,HC,174,14,1,14,3,1,97,14,14,5.3637000291928416e-05
100,HC,174,14,1,14,4,0,100,,,6.281100013438845e-05
100,HC,174,14,1,14,5,0,100,,,5.602100009127753e-05
100,HC,174,14,1,14,6,0,100,,,6.070500012356206e-05
100,HC,174,14,1,14,7,0,100,,,8.316499997818028e-05
100,HC,174,14,1,14,8,1,51,14,14,6.132099997557816e-05
100,HC,174,14,1,14,9,0,100,,,6.631599990214454e-05
100,HC,175,15,1,9,0,0,100,,,6.391199985955609e-05
100,HC,175,15,1,9,1,0,100,,,7.395000011456432e-05
100,HC,175,15,1,9,2,0,100,,,9.63110001066525e-05
100,HC,175,15,1,9,3,0,100,,,6.621000011364231e-05
100,HC,175,15,1,9,4,0,100,,,6.073300028219819e-05
100,HC,175,15,1,9,5,0,100,,,5.889899966859957e-05
100,HC,175,15,1,9,6,0,100,,,6.191700003910228e-05
100,HC,175,15,1,9,7,0,100,,,5.805499995403807e-05
100,HC,175,15,1,9,8,0,100,,,6.55980002193246e-05
100,HC,175,15,1,9,9,0,100,,,6.135300009191269e-05
100,HC,176,14,1,10,0,0,100,,,8.06480002211174e-05
100,HC,176,14,1,10,1,0,100,,,7.574299979751231e-05
100,HC,176,14,1,10,2,0,100,,,6.974799998715753e-05
100,HC,176,14,1,10,3,0,100,,,7.666199962841347e-05
100,HC,176,14,1,10,4,0,100,,,0.00010099700011778623
100,HC,176,14,1,10,5,0,100,,,7.653000011487165e-05
100,HC,176,14,1,10,6,0,100,,,7.402599976558122e-05
100,HC,176,14,1,10,7,0,100,,,6.402400003935327e-05
100,HC,176,14,1,10,8,0,100,,,7.021099963822053e-05
100,HC,176,14,1,10,9,0,100,,,7.807600013620686e-05
100,HC,177,12,1,12,0,1,22,12,12,1.2697999864030862e-05
100,HC,177,12,1,12,1,1,22,12,12,1.2365999737085076e-05
100,HC,177,12,1,12,2,1,22,12,12,1.1972000265814131e-05
100,HC,177,12,1,12,3,1,22,12,12,1.160200008598622e-05
100,HC,177,12,1,12,4,1,22,12,12,1.1810000160039635e-05
100,HC,177,12,1,12,5,1,22,12,12,1.1909000022569671e-05
100,HC,177,12,1,12,6,1,22,12,12,1.1624999842752004e-05
100,HC,177,12,1,12,7,1,22,12,12,1.1187999916728586e-05
100,HC,177,12,1,12,8,1,22,12,12,1.143100007539033e-05
100,HC,177,12,1,12,9,1,22,12,12,1.1426000128267333e-05
100,HC,178,15,1,7,0,0,100,,,6.336100022963365e-05
100,HC,178,15,1,7,1,0,100,,,6.705199984935462e-05
100,HC,178,15,1,7,2,0,100,,,6.524799982798868e-05
100,HC,178,15,1,7,3,0,100,,,8.517199967172928e-05
100,HC,178,15,1,7,4,0,100,,,6.783199978599441e-05
100,HC,178,15,1,7,5,0,100,,,6.424100001822808e-05
100,HC,178,15,1,7,6,0,100,,,5.915500014452846e-05
100,HC,178,15,1,7,7,0,100,,,6.52200001240999e-05
100,HC,178,15,1,7,8,0,100,,,6.595000013476238e-05
100,HC,178,15,1,7,9,0,100,,,6.542300025103032e-05
100,HC,179,15,1,9,0,0,100,,,6.490700025096885e-05
100,HC,179,15,1,9,1,0,100,,,6.401300015568268e-05
100,HC,179,15,1,9,2,0,100,,,6.532699990202673e-05
100,HC,179,15,1,9,3,0,100,,,6.252399998629699e-05
100,HC,179,15,1,9,4,0,100,,,6.171899985929485e-05
100,HC,179,15,1,9,5,0,100,,,6.773199993403978e-05
100,HC,179,15,1,9,6,0,100,,,8.99510000635928e-05
100,HC,179,15,1,9,7,0,100,,,6.882099978611222e-05
100,HC,179,15,1,9,8,0,100,,,6.515399991258164e-05
100,HC,179,15,1,9,9,0,100,,,6.308299998636357e-05
100,HC,180,11,1,11,0,1,48,11,11,2.931199969680165e-05
100,HC,180,11,1,11,1,1,72,11,11,4.2579999899317045e-05
100,HC,180,11,1,11,2,1,43,11,11,2.493800002412172e-05
100,HC,180,11,1,11,3,1,23,11,11,1.219100022353814e-05
100,HC,180,11,1,11,4,1,67,11,11,3.869300007863785e-05
100,HC,180,11,1,11,5,1,46,11,11,2.9469999844877748e-05
100,HC,180,11,1,11,6,1,76,11,11,4.139100019528996e-05
100,HC,180,11,1,11,7,1,40,11,11,2.261200006614672e-05
100,HC,180,11,1,11,8,1,76,11,11,7.409699992422247e-05
100,HC,180,11,1,11,9,1,23,11,11,1.2860000424552709e-05
100,HC,181,15,1,9,0,0,100,,,7.255600030475762e-05
100,HC,181,15,1,9,1,0,100,,,7.410499983961927e-05
100,HC,181,15,1,9,2,0,100,,,9.264499976779916e-05
100,HC,181,15,1,9,3,0,100,,,7.148100030462956e-05
100,HC,181,15,1,9,4,0,100,,,6.941999981791014e-05
100,HC,181,15,1,9,5,0,100,,,6.766900014554267e-05
100,HC,181,15,1,9,6,0,100,,,6.808999978602515e-05
100,HC,181,15,1,9,7,0,100,,,6.95479998285009e-05
100,HC,181,15,1,9,8,0,100,,,6.985399977565976e-05
100,HC,181,15,1,9,9,0,100,,,7.209799969132291e-05
100,HC,182,14,1,12,0,0,100,,,6.491500016636564e-05
100,HC,182,14,1,12,1,0,100,,,5.741900031352998e-05
100,HC,182,14,1,12,2,1,41,14,14,2.1982000362186227e-05
100,HC,182,14,1,12,3,1,75,14,14,4.330499996285653e-05
100,HC,182,14,1,12,4,0,100,,,6.862800000817515e-05
100,HC,182,14,1,12,5,0,100,,,8.30429999041371e-05
100,HC,182,14,1,12,6,0,100,,,6.0756000038963975e-05
100,HC,182,14,1,12,7,1,86,14,14,4.5434000185196055e-05
100,HC,182,14,1,12,8,1,63,14,14,3.3565999729034957e-05
100,HC,182,14,1,12,9,0,100,,,5.5295000038313447e-05
100,HC,183,14,1,10,0,0,100,,,5.613699977402575e-05
100,HC,183,14,1,10,1,0,100,,,5.3545000355370576e-05
100,HC,183,14,1,10,2,0,100,,,5.419199987954926e-05
100,HC,183,14,1,10,3,0,100,,,5.7915999605029356e-05
100,HC,183,14,1,10,4,0,100,,,7.145699964894447e-05
