B,alg,inst,d,banda,h0,semilla,exito,evals,cruda,simple,t
1000,SA,112,15,1,7,4,0,1000,,,0.0005791869998574839
1000,SA,112,15,1,7,5,0,1000,,,0.0006376239998644451
1000,SA,112,15,1,7,6,1,536,285,17,0.00031095999975150335
1000,SA,112,15,1,7,7,1,191,105,19,0.0001125190001403098
1000,SA,112,15,1,7,8,0,1000,,,0.0005795520000901888
1000,SA,112,15,1,7,9,0,1000,,,0.0005695940003533906
1000,SA,113,14,1,14,0,1,76,42,20,5.134599996381439e-05
1000,SA,113,14,1,14,1,0,1000,,,0.0005694399997082655
1000,SA,113,14,1,14,2,0,1000,,,0.0005806190001749201
1000,SA,113,14,1,14,3,1,86,48,14,5.929200005994062e-05
1000,SA,113,14,1,14,4,1,67,40,14,4.1031000364455394e-05
1000,SA,113,14,1,14,5,1,51,32,14,3.1881000268185744e-05
1000,SA,113,14,1,14,6,0,1000,,,0.0005943220003246097
1000,SA,113,14,1,14,7,1,782,354,60,0.00046341200004462735
1000,SA,113,14,1,14,8,1,42,20,14,3.3277000056841644e-05
1000,SA,113,14,1,14,9,0,1000,,,0.0007261830000970804
1000,SA,114,15,1,11,0,0,1000,,,0.0005572799996116373
1000,SA,114,15,1,11,1,0,1000,,,0.0005739930002164328
1000,SA,114,15,1,11,2,0,1000,,,0.0005597700001089834
1000,SA,114,15,1,11,3,0,1000,,,0.0005749520000790653
1000,SA,114,15,1,11,4,0,1000,,,0.0006265849997362238
1000,SA,114,15,1,11,5,0,1000,,,0.0005631419999190257
1000,SA,114,15,1,11,6,0,1000,,,0.000582433000090532
1000,SA,114,15,1,11,7,0,1000,,,0.0007462549997399037
1000,SA,114,15,1,11,8,0,1000,,,0.0005910710001444386
1000,SA,114,15,1,11,9,0,1000,,,0.0005914270000175748
1000,SA,115,13,1,13,0,1,34,21,13,3.187500033163815e-05
1000,SA,115,13,1,13,1,0,1000,,,0.0006441010000344249
1000,SA,115,13,1,13,2,1,96,49,13,6.827199968029163e-05
1000,SA,115,13,1,13,3,1,34,19,13,2.3657999918214045e-05
1000,SA,115,13,1,13,4,0,1000,,,0.0005681839998032956
1000,SA,115,13,1,13,5,1,658,307,43,0.00041356900010214304
1000,SA,115,13,1,13,6,0,1000,,,0.0005702599996766367
1000,SA,115,13,1,13,7,0,1000,,,0.0005977420000817801
1000,SA,115,13,1,13,8,1,35,17,13,3.213699983461993e-05
1000,SA,115,13,1,13,9,1,142,65,21,8.793200004220125e-05
1000,SA,116,13,1,9,0,0,1000,,,0.0005910469999435009
1000,SA,116,13,1,9,1,1,101,45,13,7.157899972298765e-05
1000,SA,116,13,1,9,2,1,604,285,23,0.00038163799990798
1000,SA,116,13,1,9,3,0,1000,,,0.0005934350001552957
1000,SA,116,13,1,9,4,0,1000,,,0.0006003549997330992
1000,SA,116,13,1,9,5,0,1000,,,0.0005716079999729118
1000,SA,116,13,1,9,6,1,58,31,13,4.190099980405648e-05
1000,SA,116,13,1,9,7,0,1000,,,0.0005720069998460531
1000,SA,116,13,1,9,8,0,1000,,,0.0005639149999296933
1000,SA,116,13,1,9,9,0,1000,,,0.0005816380003125232
1000,SA,117,15,1,13,0,0,1000,,,0.0006246879997888755
1000,SA,117,15,1,13,1,1,20,17,15,2.3982000129763037e-05
1000,SA,117,15,1,13,2,1,659,319,57,0.00036746200021298137
1000,SA,117,15,1,13,3,1,232,113,39,0.0001405210000484658
1000,SA,117,15,1,13,4,0,1000,,,0.0005842720001965063
1000,SA,117,15,1,13,5,1,67,39,15,4.880799997408758e-05
1000,SA,117,15,1,13,6,0,1000,,,0.0005988090001665114
1000,SA,117,15,1,13,7,0,1000,,,0.0005692370000360825
1000,SA,117,15,1,13,8,0,1000,,,0.0005920220000916743
1000,SA,117,15,1,13,9,0,1000,,,0.0006142550000731717
1000,SA,118,12,1,12,0,1,44,26,12,6.165400009194855e-05
1000,SA,118,12,1,12,1,0,1000,,,0.0005691250003110326
1000,SA,118,12,1,12,2,0,1000,,,0.0005803660001220123
1000,SA,118,12,1,12,3,0,1000,,,0.0005656949997501215
1000,SA,118,12,1,12,4,0,1000,,,0.000587503000133438
1000,SA,118,12,1,12,5,1,186,92,18,0.00011444799974924535
1000,SA,118,12,1,12,6,0,1000,,,0.0005803650001325877
1000,SA,118,12,1,12,7,1,544,276,80,0.00031747599996378995
1000,SA,118,12,1,12,8,1,788,362,62,0.0005287740000312624
1000,SA,118,12,1,12,9,1,39,28,12,3.385499985597562e-05
1000,SA,119,15,1,11,0,0,1000,,,0.0005496100002346793
1000,SA,119,15,1,11,1,0,1000,,,0.0006878849999338854
1000,SA,119,15,1,11,2,0,1000,,,0.0006011629998283752
1000,SA,119,15,1,11,3,0,1000,,,0.0005642750002152752
1000,SA,119,15,1,11,4,0,1000,,,0.0005803340000056778
1000,SA,119,15,1,11,5,0,1000,,,0.0005921349998061487
1000,SA,119,15,1,11,6,0,1000,,,0.00058778299990081
1000,SA,119,15,1,11,7,0,1000,,,0.0006009399999129528
1000,SA,119,15,1,11,8,1,115,59,21,7.561900019936729e-05
1000,SA,119,15,1,11,9,0,1000,,,0.0005531120000341616
1000,SA,120,15,1,11,0,0,1000,,,0.0005899279999539431
1000,SA,120,15,1,11,1,0,1000,,,0.0005570829998760018
1000,SA,120,15,1,11,2,0,1000,,,0.0005873999998584623
1000,SA,120,15,1,11,3,0,1000,,,0.0006190930002958339
1000,SA,120,15,1,11,4,0,1000,,,0.0005623480001304415
1000,SA,120,15,1,11,5,0,1000,,,0.0005734249998567975
1000,SA,120,15,1,11,6,0,1000,,,0.0005648430001201632
1000,SA,120,15,1,11,7,1,722,333,39,0.0004264010003680596
1000,SA,120,15,1,11,8,0,1000,,,0.0005792949996248353
1000,SA,120,15,1,11,9,1,531,265,31,0.0003015460001734027
1000,SA,121,15,1,15,0,0,1000,,,0.0006223720001798938
1000,SA,121,15,1,15,1,0,1000,,,0.0005751849998887337
1000,SA,121,15,1,15,2,1,119,59,23,7.515100014643394e-05
1000,SA,121,15,1,15,3,0,1000,,,0.000566393999633874
1000,SA,121,15,1,15,4,1,941,439,37,0.0011228099997424579
1000,SA,121,15,1,15,5,0,1000,,,0.0005929080002715637
1000,SA,121,15,1,15,6,1,70,33,15,4.950099992129253e-05
1000,SA,121,15,1,15,7,0,1000,,,0.0006022699999448378
1000,SA,121,15,1,15,8,0,1000,,,0.000590846000250167
1000,SA,121,15,1,15,9,0,1000,,,0.0005866690003131225
1000,SA,122,14,1,8,0,1,401,188,20,0.0002299170000696904
1000,SA,122,14,1,8,1,1,829,390,52,0.00046129400016070576
1000,SA,122,14,1,8,2,0,1000,,,0.0005852989997947589
1000,SA,122,14,1,8,3,0,1000,,,0.0005853090001437522
1000,SA,122,14,1,8,4,1,227,104,20,0.00013388999968810822
1000,SA,122,14,1,8,5,1,884,430,40,0.000527096000041638
1000,SA,122,14,1,8,6,0,1000,,,0.0005891170003451407
1000,SA,122,14,1,8,7,1,355,176,30,0.00021185200012041605
1000,SA,122,14,1,8,8,1,46,22,14,3.1318999845098006e-05
1000,SA,122,14,1,8,9,1,663,286,36,0.0003926829999727488
1000,SA,123,15,1,11,0,0,1000,,,0.0005697389997294522
1000,SA,123,15,1,11,1,0,1000,,,0.0005945900002188864
1000,SA,123,15,1,11,2,0,1000,,,0.0005961039996691397
1000,SA,123,15,1,11,3,0,1000,,,0.0005734060000577301
1000,SA,123,15,1,11,4,0,1000,,,0.0006234659999790892
1000,SA,123,15,1,11,5,0,1000,,,0.000567295999644557
1000,SA,123,15,1,11,6,1,449,203,31,0.00028283700021347613
1000,SA,123,15,1,11,7,1,167,83,27,0.00010125800008609076
1000,SA,123,15,1,11,8,0,1000,,,0.0005924020001657482
1000,SA,123,15,1,11,9,0,1000,,,0.0005513350001820072
1000,SA,124,15,1,13,0,0,1000,,,0.0005961100000604347
1000,SA,124,15,1,13,1,0,1000,,,0.000583221000397316
1000,SA,124,15,1,13,2,1,781,373,25,0.0004681230002461234
1000,SA,124,15,1,13,3,1,134,69,25,8.617599996796343e-05
1000,SA,124,15,1,13,4,0,1000,,,0.0005928830000812013
1000,SA,124,15,1,13,5,1,264,125,33,0.00015582100013489253
1000,SA,124,15,1,13,6,0,1000,,,0.0005720129997826007
1000,SA,124,15,1,13,7,0,1000,,,0.0005800899998575915
1000,SA,124,15,1,13,8,0,1000,,,0.0006010280003465596
1000,SA,124,15,1,13,9,0,1000,,,0.0005693490002158796
1000,SA,125,12,1,12,0,0,1000,,,0.0006224539997674583
1000,SA,125,12,1,12,1,1,206,104,22,0.00012792100005754037
1000,SA,125,12,1,12,2,1,103,50,16,6.167399988044053e-05
1000,SA,125,12,1,12,3,1,44,22,12,2.7269999918644316e-05
1000,SA,125,12,1,12,4,0,1000,,,0.0005865829998583649
1000,SA,125,12,1,12,5,1,314,152,48,0.00018203800027549732
1000,SA,125,12,1,12,6,0,1000,,,0.0005979840002510173
1000,SA,125,12,1,12,7,0,1000,,,0.000566215999697306
1000,SA,125,12,1,12,8,0,1000,,,0.0006005159998494491
1000,SA,125,12,1,12,9,1,119,56,20,7.617700021000928e-05
1000,SA,126,14,1,8,0,0,1000,,,0.000616193000041676
1000,SA,126,14,1,8,1,1,965,464,46,0.0005711429998882522
1000,SA,126,14,1,8,2,1,120,50,14,7.672800029467908e-05
1000,SA,126,14,1,8,3,1,503,238,38,0.0003026239996870572
1000,SA,126,14,1,8,4,0,1000,,,0.000645306000023993
1000,SA,126,14,1,8,5,0,1000,,,0.0005867810000381724
1000,SA,126,14,1,8,6,0,1000,,,0.0005749289998675522
1000,SA,126,14,1,8,7,0,1000,,,0.0005633920000036596
1000,SA,126,14,1,8,8,0,1000,,,0.0006341419998534548
1000,SA,126,14,1,8,9,0,1000,,,0.0005643019999297394
1000,SA,127,14,1,12,0,0,1000,,,0.0005888189998586313
1000,SA,127,14,1,12,1,1,195,96,24,0.00011800199990830151
1000,SA,127,14,1,12,2,1,258,132,24,0.00015325699996537878
1000,SA,127,14,1,12,3,1,97,54,14,5.879899981664494e-05
1000,SA,127,14,1,12,4,0,1000,,,0.0005839959999320854
1000,SA,127,14,1,12,5,0,1000,,,0.00059862099988095
1000,SA,127,14,1,12,6,1,41,24,16,3.4871000025304966e-05
1000,SA,127,14,1,12,7,0,1000,,,0.0005587779996858444
1000,SA,127,14,1,12,8,0,1000,,,0.0006188899997141561
1000,SA,127,14,1,12,9,1,111,60,16,7.237399995574378e-05
1000,SA,128,15,1,9,0,0,1000,,,0.000559990000056132
1000,SA,128,15,1,9,1,1,390,195,31,0.00023039799998514354
1000,SA,128,15,1,9,2,1,368,167,23,0.0002059749999716587
1000,SA,128,15,1,9,3,0,1000,,,0.0005817249998472107
1000,SA,128,15,1,9,4,0,1000,,,0.0005589889997281716
1000,SA,128,15,1,9,5,0,1000,,,0.0005821810000270489
1000,SA,128,15,1,9,6,0,1000,,,0.0006898359997649095
1000,SA,128,15,1,9,7,0,1000,,,0.0005785969997305074
1000,SA,128,15,1,9,8,0,1000,,,0.000580326000090281
1000,SA,128,15,1,9,9,1,246,109,15,0.00014434400009122328
1000,SA,129,14,1,12,0,0,1000,,,0.0005557270001190773
1000,SA,129,14,1,12,1,1,280,138,26,0.000186650000159716
1000,SA,129,14,1,12,2,0,1000,,,0.0005603540002994123
1000,SA,129,14,1,12,3,0,1000,,,0.0005811850001009589
1000,SA,129,14,1,12,4,1,124,68,20,8.131399999911082e-05
1000,SA,129,14,1,12,5,0,1000,,,0.000621282999873074
1000,SA,129,14,1,12,6,0,1000,,,0.0005640429999402841
1000,SA,129,14,1,12,7,1,608,300,62,0.00036786100008612266
1000,SA,129,14,1,12,8,0,1000,,,0.0005720369999835384
1000,SA,129,14,1,12,9,0,1000,,,0.0005826090000482509
1000,SA,130,14,1,10,0,0,1000,,,0.0005629869997392234
1000,SA,130,14,1,10,1,0,1000,,,0.0005917600001339451
1000,SA,130,14,1,10,2,0,1000,,,0.0006197739999151963
1000,SA,130,14,1,10,3,0,1000,,,0.0005627850000564649
1000,SA,130,14,1,10,4,0,1000,,,0.0005858690001332434
1000,SA,130,14,1,10,5,1,491,210,26,0.0002731730000959942
1000,SA,130,14,1,10,6,1,739,322,46,0.0004336060001151054
1000,SA,130,14,1,10,7,0,1000,,,0.0005691599999408936
1000,SA,130,14,1,10,8,0,1000,,,0.0005814760002067487
1000,SA,130,14,1,10,9,0,1000,,,0.0006878919998598576
1000,SA,131,15,1,9,0,0,1000,,,0.0005635369998344686
1000,SA,131,15,1,9,1,1,626,279,25,0.000375874999917869
1000,SA,131,15,1,9,2,1,77,41,15,5.231500017544022e-05
1000,SA,131,15,1,9,3,0,1000,,,0.0005582690000665025
1000,SA,131,15,1,9,4,0,1000,,,0.0005805910000162839
1000,SA,131,15,1,9,5,1,936,439,65,0.0005274899999676563
1000,SA,131,15,1,9,6,1,265,139,29,0.00016074499990281765
1000,SA,131,15,1,9,7,0,1000,,,0.000587198999710381
1000,SA,131,15,1,9,8,0,1000,,,0.000644538999949873
1000,SA,131,15,1,9,9,1,510,235,35,0.00043220299994572997
1000,SA,132,13,1,11,0,0,1000,,,0.0005598309999186313
1000,SA,132,13,1,11,1,0,1000,,,0.0005826120000165247
1000,SA,132,13,1,11,2,1,59,35,13,4.3743000333051896e-05
1000,SA,132,13,1,11,3,0,1000,,,0.0006463070003519533
1000,SA,132,13,1,11,4,0,1000,,,0.0006383170002663974
1000,SA,132,13,1,11,5,0,1000,,,0.000645306000023993
1000,SA,132,13,1,11,6,0,1000,,,0.0005677959998138249
1000,SA,132,13,1,11,7,0,1000,,,0.0005823729998155613
1000,SA,132,13,1,11,8,0,1000,,,0.0005812750000586675
1000,SA,132,13,1,11,9,0,1000,,,0.000576923999688006
1000,SA,133,15,1,13,0,0,1000,,,0.0006974809998609999
1000,SA,133,15,1,13,1,1,120,47,19,7.70020001255034e-05
1000,SA,133,15,1,13,2,1,87,53,29,5.371900033424026e-05
1000,SA,133,15,1,13,3,0,1000,,,0.0006506689996967907
1000,SA,133,15,1,13,4,1,81,55,19,5.76910001655051e-05
1000,SA,133,15,1,13,5,1,779,335,47,0.00043668800026352983
1000,SA,133,15,1,13,6,0,1000,,,0.000595029000123759
1000,SA,133,15,1,13,7,1,88,43,19,5.9635000070557e-05
1000,SA,133,15,1,13,8,1,1000,487,95,0.0005968509999547678
1000,SA,133,15,1,13,9,0,1000,,,0.000577356999656331
1000,SA,134,15,1,7,0,1,553,243,27,0.0003359199999977136
1000,SA,134,15,1,7,1,0,1000,,,0.0006117349998930877
1000,SA,134,15,1,7,2,0,1000,,,0.0005935270000918536
1000,SA,134,15,1,7,3,1,198,97,25,0.00012208699990878813
1000,SA,134,15,1,7,4,1,381,171,23,0.00021251999987725867
1000,SA,134,15,1,7,5,1,470,207,17,0.00028915899974890635
1000,SA,134,15,1,7,6,0,1000,,,0.0005619049998131231
1000,SA,134,15,1,7,7,0,1000,,,0.0005824899999424815
1000,SA,134,15,1,7,8,0,1000,,,0.0005899819998376188
1000,SA,134,15,1,7,9,0,1000,,,0.0005630230002680037
1000,SA,135,15,1,13,0,0,1000,,,0.0006115639998824918
1000,SA,135,15,1,13,1,1,281,135,43,0.00016783699993538903
1000,SA,135,15,1,13,2,0,1000,,,0.0006149959999675048
1000,SA,135,15,1,13,3,0,1000,,,0.000579539000227669
1000,SA,135,15,1,13,4,0,1000,,,0.0005860139999640523
1000,SA,135,15,1,13,5,0,1000,,,0.0005705509997824265
1000,SA,135,15,1,13,6,1,571,261,27,0.000344337000115047
1000,SA,135,15,1,13,7,1,427,207,45,0.00024411300000792835
1000,SA,135,15,1,13,8,0,1000,,,0.0006214879999788536
1000,SA,135,15,1,13,9,0,1000,,,0.0005604059997494915
1000,SA,136,14,1,8,0,0,1000,,,0.0005758960001003288
1000,SA,136,14,1,8,1,1,666,310,50,0.0003789699999288132
1000,SA,136,14,1,8,2,0,1000,,,0.0005883799999537587
1000,SA,136,14,1,8,3,0,1000,,,0.000584864000302332
1000,SA,136,14,1,8,4,1,669,310,36,0.00038397599973905017
1000,SA,136,14,1,8,5,0,1000,,,0.0006209929997567087
1000,SA,136,14,1,8,6,0,1000,,,0.0005654010001308052
1000,SA,136,14,1,8,7,0,1000,,,0.0005888850000701495
1000,SA,136,14,1,8,8,0,1000,,,0.0005594499998551328
1000,SA,136,14,1,8,9,1,57,30,14,6.5612000071269e-05
1000,SA,137,15,1,11,0,0,1000,,,0.0005524979997062474
1000,SA,137,15,1,11,1,0,1000,,,0.0005777189999207621
1000,SA,137,15,1,11,2,1,313,135,29,0.00017995100006373832
1000,SA,137,15,1,11,3,0,1000,,,0.0006218889998308441
1000,SA,137,15,1,11,4,0,1000,,,0.0005621310001515667
1000,SA,137,15,1,11,5,0,1000,,,0.0005824219997521141
1000,SA,137,15,1,11,6,0,1000,,,0.0005744230002164841
1000,SA,137,15,1,11,7,1,641,283,25,0.0003851270002996898
1000,SA,137,15,1,11,8,0,1000,,,0.0005614729998342227
1000,SA,137,15,1,11,9,0,1000,,,0.0005891910000173084
1000,SA,138,11,1,11,0,0,1000,,,0.0006170250003378897
1000,SA,138,11,1,11,1,1,35,19,11,3.120500014119898e-05
1000,SA,138,11,1,11,2,0,1000,,,0.0005613819998870895
1000,SA,138,11,1,11,3,0,1000,,,0.0005772730000899173
1000,SA,138,11,1,11,4,0,1000,,,0.0005740619999414776
1000,SA,138,11,1,11,5,0,1000,,,0.0005727140000999498
1000,SA,138,11,1,11,6,0,1000,,,0.0006908579998707864
1000,SA,138,11,1,11,7,1,44,23,11,3.684700004669139e-05
1000,SA,138,11,1,11,8,1,505,247,15,0.0002775430002657231
1000,SA,138,11,1,11,9,1,251,125,17,0.00017825299983087461
1000,SA,139,14,1,8,0,1,776,362,58,0.00045776500019201194
1000,SA,139,14,1,8,1,0,1000,,,0.0005592480001723743
1000,SA,139,14,1,8,2,1,995,438,38,0.0005716949999623466
1000,SA,139,14,1,8,3,0,1000,,,0.0005863239998689096
1000,SA,139,14,1,8,4,0,1000,,,0.0005585059998338693
1000,SA,139,14,1,8,5,0,1000,,,0.0005812979998154333
1000,SA,139,14,1,8,6,0,1000,,,0.0006200429997988977
1000,SA,139,14,1,8,7,0,1000,,,0.0005613959997390339
1000,SA,139,14,1,8,8,0,1000,,,0.0005811500000163505
1000,SA,139,14,1,8,9,0,1000,,,0.0005541059999814024
1000,SA,140,14,1,14,0,0,1000,,,0.0005809310000586265
1000,SA,140,14,1,14,1,0,1000,,,0.0005546620000131952
1000,SA,140,14,1,14,2,1,85,50,22,8.231999981944682e-05
1000,SA,140,14,1,14,3,1,330,170,40,0.00018902900001194212
1000,SA,140,14,1,14,4,0,1000,,,0.0006108570000833424
1000,SA,140,14,1,14,5,0,1000,,,0.0005772069998783991
1000,SA,140,14,1,14,6,1,332,166,38,0.00019811600031971466
1000,SA,140,14,1,14,7,0,1000,,,0.0005851089999850956
1000,SA,140,14,1,14,8,0,1000,,,0.0005573069997808489
1000,SA,140,14,1,14,9,0,1000,,,0.0005764989996350778
1000,SA,141,11,1,7,0,0,1000,,,0.0005780189999313734
1000,SA,141,11,1,7,1,0,1000,,,0.0005548179997276748
1000,SA,141,11,1,7,2,0,1000,,,0.0006103820001044369
1000,SA,141,11,1,7,3,0,1000,,,0.000558515000193438
1000,SA,141,11,1,7,4,0,1000,,,0.0005835960000695195
1000,SA,141,11,1,7,5,0,1000,,,0.0005896620000385155
1000,SA,141,11,1,7,6,0,1000,,,0.000557145999664499
1000,SA,141,11,1,7,7,1,419,203,21,0.00023677899980611983
1000,SA,141,11,1,7,8,0,1000,,,0.0005861290001121233
1000,SA,141,11,1,7,9,0,1000,,,0.0006197970001267095
1000,SA,142,15,1,13,0,1,806,385,51,0.000461953000012727
1000,SA,142,15,1,13,1,0,1000,,,0.0005853840002600919
1000,SA,142,15,1,13,2,0,1000,,,0.0005605750002359855
1000,SA,142,15,1,13,3,0,1000,,,0.0005691970000043511
1000,SA,142,15,1,13,4,0,1000,,,0.0005869110000276123
1000,SA,142,15,1,13,5,0,1000,,,0.0007031289997030399
1000,SA,142,15,1,13,6,0,1000,,,0.0005835890001435473
1000,SA,142,15,1,13,7,0,1000,,,0.0005830569998579449
1000,SA,142,15,1,13,8,1,574,273,41,0.00032963000012387056
1000,SA,142,15,1,13,9,0,1000,,,0.0005773919997409394
1000,SA,143,14,1,8,0,0,1000,,,0.0005665359999511566
1000,SA,143,14,1,8,1,0,1000,,,0.0005820319997837942
1000,SA,143,14,1,8,2,1,253,126,14,0.00014951100001781015
1000,SA,143,14,1,8,3,1,55,32,14,3.727300008904422e-05
1000,SA,143,14,1,8,4,0,1000,,,0.000626393999937136
1000,SA,143,14,1,8,5,0,1000,,,0.0005626000001939246
1000,SA,143,14,1,8,6,1,560,266,36,0.0003351489999658952
1000,SA,143,14,1,8,7,0,1000,,,0.000559949000034976
1000,SA,143,14,1,8,8,0,1000,,,0.0005821360000481945
1000,SA,143,14,1,8,9,0,1000,,,0.0005558080001719645
1000,SA,144,14,1,8,0,0,1000,,,0.0005821929999001441
1000,SA,144,14,1,8,1,1,510,238,32,0.000325415000133944
1000,SA,144,14,1,8,2,0,1000,,,0.0005884049996893737
1000,SA,144,14,1,8,3,0,1000,,,0.0005868889998055238
1000,SA,144,14,1,8,4,0,1000,,,0.0005499159997270908
1000,SA,144,14,1,8,5,0,1000,,,0.0005837869998686074
1000,SA,144,14,1,8,6,0,1000,,,0.0005622720000246773
1000,SA,144,14,1,8,7,0,1000,,,0.0005826080000588263
1000,SA,144,14,1,8,8,1,738,328,50,0.0004428100000950508
1000,SA,144,14,1,8,9,0,1000,,,0.0005823840001539793
1000,SA,145,12,1,6,0,1,85,40,12,5.725700020775548e-05
1000,SA,145,12,1,6,1,0,1000,,,0.0005841440001859155
1000,SA,145,12,1,6,2,0,1000,,,0.0005750230002377066
1000,SA,145,12,1,6,3,1,527,232,24,0.000318336999953317
1000,SA,145,12,1,6,4,1,89,46,22,5.876700015505776e-05
1000,SA,145,12,1,6,5,0,1000,,,0.0005633640002997709
1000,SA,145,12,1,6,6,0,1000,,,0.0005804130000797159
1000,SA,145,12,1,6,7,1,42,22,12,3.47390000570158e-05
1000,SA,145,12,1,6,8,0,1000,,,0.0006178529997669102
1000,SA,145,12,1,6,9,1,191,98,12,0.00011797299976024078
1000,SA,146,15,1,11,0,0,1000,,,0.0005537920001188468
1000,SA,146,15,1,11,1,1,59,31,15,4.202999980407185e-05
1000,SA,146,15,1,11,2,0,1000,,,0.0005773610000687768
1000,SA,146,15,1,11,3,0,1000,,,0.0005829930000800232
1000,SA,146,15,1,11,4,0,1000,,,0.000565399000151956
1000,SA,146,15,1,11,5,0,1000,,,0.0005714290000469191
1000,SA,146,15,1,11,6,0,1000,,,0.0006042300001354306
1000,SA,146,15,1,11,7,0,1000,,,0.0005850949996784038
1000,SA,146,15,1,11,8,1,124,53,15,7.733300026302459e-05
1000,SA,146,15,1,11,9,0,1000,,,0.000574558000153047
1000,SA,147,14,1,12,0,0,1000,,,0.0005622510002467607
1000,SA,147,14,1,12,1,1,507,240,36,0.00031115999991015997
1000,SA,147,14,1,12,2,0,1000,,,0.0005617399997390748
1000,SA,147,14,1,12,3,0,1000,,,0.0005790310001430043
1000,SA,147,14,1,12,4,0,1000,,,0.000609852000252431
1000,SA,147,14,1,12,5,0,1000,,,0.0005823950000376499
1000,SA,147,14,1,12,6,0,1000,,,0.0005804580000585702
1000,SA,147,14,1,12,7,0,1000,,,0.0005582959997809667
1000,SA,147,14,1,12,8,1,336,168,32,0.00019315100007588626
1000,SA,147,14,1,12,9,0,1000,,,0.0005801699999210541
1000,SA,148,11,1,11,0,1,50,31,11,3.933200014216709e-05
1000,SA,148,11,1,11,1,0,1000,,,0.0005886110002393252
1000,SA,148,11,1,11,2,1,61,33,11,4.560800016406574e-05
1000,SA,148,11,1,11,3,1,56,29,11,3.495900000416441e-05
1000,SA,148,11,1,11,4,0,1000,,,0.000593455000398535
1000,SA,148,11,1,11,5,0,1000,,,0.0005829520000588673
1000,SA,148,11,1,11,6,1,24,19,11,2.4901999950088793e-05
1000,SA,148,11,1,11,7,0,1000,,,0.0005799069999739004
1000,SA,148,11,1,11,8,0,1000,,,0.000570712999888201
1000,SA,148,11,1,11,9,1,712,317,29,0.0004160959997534519
1000,SA,149,15,1,11,0,0,1000,,,0.0005618049999611685
1000,SA,149,15,1,11,1,0,1000,,,0.000580554999942251
1000,SA,149,15,1,11,2,0,1000,,,0.0006175630001052923
1000,SA,149,15,1,11,3,0,1000,,,0.0005594710000877967
1000,SA,149,15,1,11,4,0,1000,,,0.0007179610001912806
1000,SA,149,15,1,11,5,1,117,65,15,7.813399997758097e-05
1000,SA,149,15,1,11,6,0,1000,,,0.0005910769996262388
1000,SA,149,15,1,11,7,0,1000,,,0.0005522689998542774
1000,SA,149,15,1,11,8,0,1000,,,0.0006028570001035405
1000,SA,149,15,1,11,9,0,1000,,,0.0005979630000183533
1000,SA,150,13,1,11,0,1,607,269,23,0.0003659710000647465
1000,SA,150,13,1,11,1,1,650,301,49,0.00036918400019203546
1000,SA,150,13,1,11,2,0,1000,,,0.0005774259998361231
1000,SA,150,13,1,11,3,0,1000,,,0.0005589570000665844
1000,SA,150,13,1,11,4,0,1000,,,0.0005812390004393819
1000,SA,150,13,1,11,5,0,1000,,,0.0005897650003134913
1000,SA,150,13,1,11,6,0,1000,,,0.000572042999920086
1000,SA,150,13,1,11,7,0,1000,,,0.0006170690003273194
1000,SA,150,13,1,11,8,0,1000,,,0.0005698260001736344
1000,SA,150,13,1,11,9,0,1000,,,0.000576028000068618
1000,SA,151,11,1,11,0,0,1000,,,0.0005769959998360719
1000,SA,151,11,1,11,1,1,581,273,35,0.00032824800018715905
1000,SA,151,11,1,11,2,0,1000,,,0.0005798409997623821
1000,SA,151,11,1,11,3,0,1000,,,0.0005538409996006521
1000,SA,151,11,1,11,4,0,1000,,,0.0006183139998938714
1000,SA,151,11,1,11,5,0,1000,,,0.0005588029998762067
1000,SA,151,11,1,11,6,1,51,33,13,3.7942999824736034e-05
1000,SA,151,11,1,11,7,0,1000,,,0.0005790750001324341
1000,SA,151,11,1,11,8,1,64,35,11,4.6286999804578954e-05
1000,SA,151,11,1,11,9,1,50,27,11,3.223200019419892e-05
1000,SA,152,11,1,9,0,1,234,99,33,0.00013043499984632945
1000,SA,152,11,1,9,1,0,1000,,,0.000568482000289805
1000,SA,152,11,1,9,2,1,93,45,11,6.23559999439749e-05
1000,SA,152,11,1,9,3,1,80,55,11,5.088599982627784e-05
1000,SA,152,11,1,9,4,0,1000,,,0.0006506820000140578
1000,SA,152,11,1,9,5,1,78,35,11,5.574899978455505e-05
1000,SA,152,11,1,9,6,0,1000,,,0.0005908740004088031
1000,SA,152,11,1,9,7,0,1000,,,0.0005835719998685818
1000,SA,152,11,1,9,8,1,86,49,11,5.853099992236821e-05
1000,SA,152,11,1,9,9,1,155,77,15,9.277600020141108e-05
1000,SA,153,13,1,9,0,0,1000,,,0.000571032000152627
1000,SA,153,13,1,9,1,0,1000,,,0.0005568530000346072
1000,SA,153,13,1,9,2,1,961,449,85,0.0005577799997809052
1000,SA,153,13,1,9,3,0,1000,,,0.0005758550000791729
1000,SA,153,13,1,9,4,0,1000,,,0.0005581559998972807
1000,SA,153,13,1,9,5,0,1000,,,0.0006022999996275757
1000,SA,153,13,1,9,6,0,1000,,,0.0005577340002673736
1000,SA,153,13,1,9,7,0,1000,,,0.000572913999803859
1000,SA,153,13,1,9,8,0,1000,,,0.0006046339999556949
1000,SA,153,13,1,9,9,0,1000,,,0.0005578299997068825
1000,SA,154,14,1,8,0,0,1000,,,0.00058151600023848
1000,SA,154,14,1,8,1,0,1000,,,0.0005996070003675413
